#,sujeto,genero,edad,edo_civil,carrera,semestre,discapacidad,lengua,esc_proc,prom,ant_aca,gusto,familia,tipo_f,vivienda,desercion
371,3717,1,1,0,7,1,0,1,0,-1,412,0,0,1,0,False
372,2838,0,1,0,7,0,0,1,0,-1,701,0,0,0,0,False
373,3708,1,1,0,7,1,1,1,-1,-1,432,0,0,0,1,True
374,3576,1,1,0,7,0,0,1,-1,-1,394,0,0,2,0,False
375,3721,0,1,0,7,0,0,1,-1,-1,396,0,1,0,2,False
376,3666,1,1,0,8,0,0,1,-1,-1,548,0,0,2,0,False
377,3715,1,1,0,7,0,0,1,0,-1,404,0,0,0,0,False
378,3619,0,1,0,7,0,1,1,-1,-1,203,0,0,0,0,False
379,3631,0,1,0,7,0,0,1,1,-1,729,0,0,0,0,False
380,3582,1,1,0,7,0,0,1,-1,-1,407,0,0,0,0,False
381,3685,1,1,0,8,0,0,1,-1,-1,552,0,0,0,2,False
382,3641,1,1,0,7,0,0,1,0,-1,442,0,0,0,0,False
383,3728,0,1,0,8,0,0,1,-1,-1,495,0,0,1,0,False
384,3650,1,1,0,8,0,0,1,-1,-1,524,0,0,0,0,False
385,2088,1,1,0,7,0,0,1,-1,-1,236,0,0,0,0,False
386,2070,1,1,0,7,0,0,1,-1,-1,237,0,0,1,0,False
387,2086,1,1,0,7,0,0,1,-1,-1,268,0,0,0,0,False
388,3483,0,1,0,5,0,0,1,0,-1,1015,0,0,1,0,False
389,3002,1,1,0,8,0,0,1,0,-1,1323,0,0,1,0,False
390,2160,0,1,0,7,0,0,1,-1,-1,136,0,0,1,0,False
391,3682,0,1,0,7,0,0,1,-1,-1,1353,0,0,0,1,False
392,2057,0,1,0,7,0,1,1,-1,-1,243,0,0,0,0,False
393,2186,0,1,0,7,0,0,1,-1,-1,269,0,0,0,1,False
394,3648,0,1,0,7,0,0,1,-1,-1,131,0,0,1,-1,False
395,2020,1,1,0,6,0,0,1,-1,-1,704,0,0,0,0,False
396,3011,1,1,0,8,0,0,1,-1,-1,1331,0,0,0,0,False
397,2062,0,1,0,7,0,0,1,-1,-1,253,0,0,1,0,False
398,2067,0,1,0,7,0,0,1,-1,-1,249,0,0,1,0,False
399,3018,1,1,0,8,0,0,1,0,-1,1328,0,0,2,0,False
400,3034,1,1,0,8,0,0,1,-1,-1,1315,0,0,0,0,False
401,3015,1,1,0,8,0,0,1,0,-1,1326,0,0,2,0,False
402,2730,0,1,0,7,0,0,1,-1,-1,1038,0,0,1,0,False
403,2841,0,1,0,7,0,0,1,0,-1,1214,0,0,0,2,False
404,2087,1,1,0,7,0,0,1,-1,-1,252,0,0,0,-1,False
405,2918,1,1,0,7,1,0,2,0,-1,1206,0,0,1,0,False
406,3087,1,1,0,8,0,0,1,-1,-1,220,0,1,0,2,False
407,3001,1,1,0,8,0,0,1,0,-1,1327,0,0,0,-1,False
408,2051,0,1,0,7,0,0,1,0,-1,244,0,0,0,0,False
409,3153,1,1,0,8,0,0,1,-1,-1,1437,0,0,0,1,False
410,2060,1,1,0,7,0,0,1,-1,-1,245,0,0,0,0,False
411,2052,0,1,0,7,0,0,1,-1,-1,254,0,0,0,0,False
412,3010,0,1,0,8,0,0,1,0,-1,1447,0,0,0,0,False
413,3727,0,1,0,7,0,0,1,0,-1,1357,0,0,2,0,False
414,3588,0,1,0,7,0,0,1,0,-1,385,0,0,0,0,False
415,3218,0,0,0,8,0,0,1,-1,-1,1541,0,0,0,0,False
416,2058,0,1,0,7,0,0,1,0,-1,246,0,0,0,0,False
417,1739,0,1,-1,7,0,0,1,-1,-1,202,0,0,0,2,False
418,2871,0,1,0,8,1,0,1,-1,-1,1321,0,0,0,0,False
419,3014,1,1,0,8,0,1,1,0,-1,1324,0,0,0,1,False
420,3027,1,1,0,8,0,0,1,0,-1,1182,0,0,0,1,False
421,3759,1,1,0,7,0,0,1,-1,-1,416,0,0,0,1,False
422,1743,1,1,0,7,0,0,1,-1,1,424,0,0,0,0,False
423,1753,1,1,0,7,0,0,1,-1,-1,384,0,0,0,-1,False
424,2728,0,1,0,7,0,0,1,-1,-1,1210,0,0,0,-1,False
425,2754,0,1,0,7,0,0,1,-1,-1,1205,0,1,1,0,False
426,1731,1,1,0,7,0,0,1,0,-1,91,0,0,1,0,False
427,1747,1,1,0,7,0,0,1,-1,-1,275,0,0,0,2,False
428,2719,1,1,0,7,0,0,1,0,-1,1202,0,0,0,0,False
429,2715,0,1,0,7,0,0,1,-1,-1,1203,0,0,0,0,False
430,3647,1,1,0,6,0,0,1,0,-1,751,0,0,0,0,False
431,2739,1,1,0,7,0,0,1,0,-1,1077,0,0,0,0,False
432,3694,0,1,0,6,0,0,1,-1,-1,745,0,0,0,0,False
433,3674,0,1,0,6,0,0,1,-1,-1,775,0,0,0,0,False
434,2840,1,1,0,7,0,0,1,-1,-1,911,0,0,0,0,False
435,3012,1,1,0,8,0,0,1,0,-1,1330,0,0,0,1,False
436,2763,1,1,0,8,0,0,1,-1,-1,1325,0,0,0,0,False
437,3322,0,1,0,2,0,0,1,-1,-1,527,0,0,0,2,False
438,2913,0,1,0,7,0,0,1,0,-1,1209,0,0,0,0,False
439,3673,1,1,0,8,0,0,1,-1,-1,533,0,1,0,0,False
440,3651,1,1,0,6,0,0,1,-1,-1,747,0,1,0,0,False
441,3183,0,1,0,6,0,0,1,0,-1,856,0,0,0,0,False
442,1737,0,1,0,7,0,0,1,-1,1,522,0,0,1,0,False
443,3662,0,1,0,7,0,0,1,-1,-1,1191,0,0,1,0,False
444,2066,0,0,0,7,0,0,1,1,-1,262,0,0,1,0,False
445,3734,0,1,0,7,1,0,1,0,-1,1113,0,0,0,0,False
446,3695,1,1,0,7,0,0,1,-1,-1,457,0,0,2,0,False
447,3746,0,1,0,7,0,0,1,-1,-1,211,0,0,1,0,False
448,2901,1,1,0,1,0,0,1,-1,-1,975,0,0,0,0,False
449,1623,0,1,0,1,0,0,1,-1,-1,1470,0,0,1,0,False
450,3690,0,1,0,7,0,0,1,0,-1,401,0,0,2,0,False
451,3143,1,1,0,6,0,0,1,0,-1,916,0,0,0,0,False
452,3113,1,1,0,6,0,1,1,1,-1,874,0,0,1,0,False
453,2028,1,1,0,6,0,0,1,-1,-1,940,0,0,1,0,False
454,3162,0,1,0,6,0,0,1,-1,-1,1418,0,0,0,0,False
455,3784,0,1,0,5,1,0,1,-1,-1,1265,0,0,0,0,False
456,1745,1,1,0,7,0,0,1,0,1,440,1,0,1,0,False
457,1728,1,1,0,7,0,0,1,-1,-1,286,0,0,2,-1,False
458,1337,0,0,0,7,0,0,1,0,-1,866,0,0,0,0,True
459,1725,1,1,0,7,0,0,1,-1,-1,282,0,0,0,-1,False
460,1732,0,1,0,7,0,0,1,-1,0,381,0,0,0,0,False
461,2814,0,1,0,13,0,0,1,0,-1,1438,0,0,1,0,False
462,3407,0,1,0,5,0,0,1,-1,-1,1222,0,0,0,0,False
463,2055,1,1,0,7,0,0,1,-1,-1,248,0,1,1,0,False
464,1735,0,1,0,7,0,0,1,-1,-1,289,0,0,2,0,False
465,1744,0,1,0,7,0,0,1,-1,-1,1079,0,0,1,0,False
466,3684,1,1,0,6,0,0,1,-1,-1,744,0,0,0,0,False
467,3422,1,1,0,1,0,0,1,-1,-1,1153,0,0,1,0,False
468,3105,0,1,0,6,0,0,1,0,-1,876,0,0,0,0,False
469,1742,0,1,0,7,0,0,1,-1,-1,353,0,0,1,0,False
470,2025,0,1,0,6,0,0,1,-1,-1,928,0,0,0,0,False
471,3368,0,1,0,13,0,0,1,-1,-1,1434,0,0,0,0,False
472,3760,1,1,0,3,0,0,1,-1,-1,1416,0,0,2,0,False
473,1778,0,1,0,3,0,0,1,-1,-1,617,0,0,0,0,False
474,1726,0,1,0,7,0,0,1,0,-1,382,0,0,1,0,False
475,1779,0,0,0,3,0,0,1,-1,-1,620,0,0,0,0,False
476,3532,1,1,0,5,0,0,1,0,-1,977,0,0,0,0,False
477,3592,0,1,0,5,0,0,1,-1,-1,1419,0,0,1,0,False
478,3477,0,1,0,5,0,0,1,-1,-1,1407,0,0,1,0,False
479,3425,1,1,0,5,0,0,1,-1,-1,1046,0,0,0,-1,False
480,3405,1,1,0,5,0,0,1,-1,-1,1423,0,0,0,0,False
481,3401,1,1,0,5,0,0,1,-1,-1,1163,0,1,2,0,False
482,3530,1,1,0,5,0,0,1,0,-1,1030,0,0,0,0,False
483,3409,0,1,0,5,0,0,1,0,-1,1339,0,0,0,0,False
484,3478,0,1,0,5,0,0,1,0,-1,1365,0,0,0,0,False
485,3623,0,1,0,5,0,1,1,-1,-1,1405,0,0,0,0,False
486,3465,0,1,0,5,0,0,1,-1,-1,1429,0,0,0,0,False
487,3394,0,1,0,5,1,0,1,-1,-1,777,0,0,0,-1,False
488,3755,0,1,0,5,0,0,1,-1,-1,1047,0,0,1,0,False
489,3403,1,1,0,5,0,0,1,-1,-1,1409,0,0,0,0,False
490,3473,1,1,0,5,0,0,1,-1,-1,1069,0,0,0,0,False
491,3621,0,1,0,5,0,0,1,-1,-1,1421,0,0,0,0,False
492,3482,0,1,0,5,0,0,1,-1,-1,1048,0,0,0,0,False
493,3400,1,1,0,5,0,0,1,-1,-1,1432,0,0,0,0,False
494,3397,0,1,0,5,0,0,1,-1,-1,1532,0,0,0,0,False
495,3579,0,1,0,5,0,0,1,-1,-1,912,0,0,0,0,False
496,3412,0,1,0,5,0,0,1,-1,-1,1533,0,0,0,0,False
497,3480,0,1,0,5,0,0,1,-1,-1,860,0,0,0,1,False
498,3442,0,1,0,5,0,0,1,-1,-1,1043,1,0,1,1,False
499,3718,0,1,0,5,0,0,1,-1,-1,1422,0,0,0,0,False
500,2172,0,1,-1,4,0,0,1,0,2,1368,1,0,0,0,False
501,3495,0,1,0,13,0,0,1,-1,-1,964,0,0,0,-1,False
502,3502,1,1,0,1,0,0,1,-1,-1,1155,0,0,0,0,False
503,2179,0,1,0,4,0,1,1,-1,-1,1475,0,0,0,0,False
504,2183,0,1,0,4,0,0,1,-1,-1,1386,0,0,0,0,False
505,3420,0,1,0,3,0,0,1,-1,-1,1399,0,0,0,1,False
506,3501,0,1,0,3,0,0,1,-1,-1,697,0,0,1,0,False
507,2334,0,1,0,4,0,0,1,-1,0,1227,0,0,0,0,False
508,2591,0,1,0,4,0,0,1,-1,-1,1370,0,0,0,2,False
509,2013,1,1,0,4,0,0,1,-1,0,1380,0,0,0,0,False
510,2180,0,1,0,4,0,0,1,0,-1,1472,0,0,1,0,False
511,2163,1,1,0,4,0,0,1,-1,-1,1479,0,0,2,0,False
512,2168,1,1,0,4,0,0,1,-1,-1,276,0,0,1,0,False
513,2595,0,1,0,4,0,0,1,0,-1,1486,0,0,2,0,False
514,3485,1,1,0,5,0,0,1,-1,-1,1189,0,0,0,0,False
515,3000,0,1,0,8,0,0,1,0,-1,1448,0,0,1,0,False
516,2709,1,1,0,1,0,0,1,-1,-1,1287,0,0,0,0,False
517,3020,1,1,0,8,0,0,1,0,-1,1449,0,0,2,0,False
518,3134,0,1,0,8,0,0,1,0,-1,1542,0,0,1,2,False
519,3000,0,1,0,8,0,0,1,0,-1,1448,0,0,1,0,False
520,3466,1,1,0,5,0,0,1,0,-1,1029,0,0,1,0,False
521,3309,0,1,0,3,0,0,1,0,-1,583,0,0,1,0,False
522,3165,0,1,0,6,0,0,1,-1,-1,1188,0,0,0,0,False
523,3462,0,1,0,13,0,0,1,-1,-1,1303,0,0,1,-1,False
524,2704,1,1,0,1,0,0,1,0,-1,1052,0,0,0,0,False
525,3668,1,1,0,2,0,0,1,1,-1,199,0,0,1,0,False
526,3317,1,1,0,3,0,0,1,0,-1,970,1,0,1,0,False
527,1615,0,1,0,1,0,0,1,-1,-1,1296,0,1,0,0,False
528,2731,0,1,0,13,0,0,1,0,-1,1395,1,0,0,0,False
529,2022,1,1,0,6,0,0,1,-1,-1,930,0,0,0,0,False
530,3630,0,1,0,6,0,0,1,-1,-1,870,0,0,0,0,False
531,2016,0,1,0,6,0,0,1,-1,-1,932,1,0,0,0,False
532,3552,0,1,0,5,0,0,1,-1,-1,1174,0,0,1,0,False
533,3414,1,1,0,3,1,0,1,0,-1,1022,0,0,0,0,False
534,2706,0,1,0,1,0,0,1,0,-1,81,0,0,1,2,False
535,3663,0,1,0,6,0,0,1,-1,-1,752,0,0,0,0,False
536,3767,0,1,0,3,0,0,1,-1,-1,1244,0,0,0,0,False
537,3614,0,1,0,3,0,0,1,-1,-1,1344,0,0,0,0,False
538,2929,0,1,0,5,0,0,1,-1,-1,990,0,0,1,0,False
539,3507,1,1,0,1,0,0,1,-1,-1,1152,0,0,2,1,False
540,3646,0,1,0,1,0,0,1,-1,-1,1116,0,0,1,0,False
541,3509,0,1,0,1,0,0,1,0,0,1154,0,0,1,0,False
542,3554,1,1,0,1,0,0,1,0,-1,1149,0,0,0,0,False
543,2919,1,1,0,1,0,0,1,-1,-1,1286,0,0,1,0,False
544,1888,1,1,0,6,0,0,1,-1,-1,757,0,0,1,0,False
545,2021,1,1,0,6,0,0,1,-1,-1,937,0,0,1,1,False
546,3436,1,1,0,1,0,0,1,-1,-1,1148,0,0,0,0,False
547,2019,0,1,0,6,0,0,1,-1,-1,921,0,0,1,-1,False
548,3531,0,1,0,1,0,0,1,0,-1,1162,0,0,1,0,False
549,3533,1,1,0,1,0,0,1,0,-1,1367,0,0,0,0,False
550,3534,1,1,0,1,0,0,2,-1,-1,865,0,0,1,2,False
551,3617,0,1,0,1,1,0,1,-1,-1,1165,0,0,0,0,False
552,1607,0,1,0,1,0,0,1,0,-1,867,1,1,0,0,False
553,2898,1,1,0,1,0,0,1,-1,-1,1314,0,0,0,0,False
554,3686,1,1,0,8,0,0,1,-1,-1,536,0,0,0,0,False
555,3711,1,1,0,8,0,0,1,-1,-1,486,0,0,0,1,False
556,3508,1,0,0,3,1,0,1,0,-1,1391,0,0,1,0,False
557,1897,0,1,0,1,0,0,1,-1,-1,1509,0,0,0,0,False
558,3448,1,1,0,3,0,0,1,0,-1,542,0,0,0,0,False
559,3072,0,1,0,3,0,0,2,-1,-1,147,0,0,0,0,False
560,3110,0,1,0,6,0,0,1,-1,-1,1197,0,0,2,-1,False
561,3577,1,1,0,3,0,0,1,0,-1,541,0,0,0,0,False
562,1933,1,1,0,6,0,0,1,-1,1,760,0,0,1,0,False
563,3575,0,1,0,5,0,0,1,-1,-1,1036,0,0,0,0,False
564,1889,1,0,0,6,0,0,1,0,-1,216,0,0,0,0,False
565,2833,1,1,0,3,0,0,1,0,-1,1355,0,0,0,0,False
566,2870,0,1,0,6,0,0,1,-1,-1,1082,0,0,1,2,False
567,1877,0,1,0,6,0,0,1,-1,2,763,0,0,0,0,False
568,3421,1,1,0,5,0,0,1,0,-1,863,0,0,0,0,False
569,3671,0,1,0,6,0,0,1,-1,-1,481,0,0,0,0,False
570,3855,1,1,0,3,1,0,1,-1,-1,1610,0,0,1,0,False
571,2956,0,1,0,5,0,0,1,1,-1,1187,0,0,0,0,False
572,3633,1,1,0,6,1,0,1,-1,-1,746,0,0,0,0,False
573,4152,0,1,0,3,1,0,1,-1,-1,1846,0,0,0,0,False
574,3162,0,1,0,6,0,0,1,-1,-1,1418,0,0,0,0,False
575,2870,0,1,0,6,0,0,1,-1,-1,1082,0,0,1,2,False
576,3864,0,1,0,3,1,0,2,-1,-1,1920,0,0,1,0,False
577,3888,1,1,0,3,1,0,1,-1,-1,1942,0,0,0,2,True
578,4151,1,1,0,3,1,0,1,0,-1,1656,0,0,0,0,False
579,3112,0,1,0,6,0,0,1,-1,-1,917,0,0,1,0,False
580,3110,0,1,0,6,0,0,1,-1,-1,1197,0,0,2,-1,False
581,2025,0,1,0,6,0,0,1,-1,-1,928,0,0,0,0,False
582,2737,1,1,0,6,0,0,1,-1,-1,1078,0,0,0,-1,False
583,3306,1,1,0,3,0,0,1,0,-1,153,0,0,0,0,False
584,3873,0,1,0,3,1,0,1,-1,-1,1583,0,0,1,-1,False
585,3874,1,0,0,3,1,0,1,-1,0,1969,0,0,1,0,False
586,4203,0,1,0,3,1,0,1,0,-1,1918,0,0,1,0,False
587,3888,1,1,0,3,1,0,1,-1,-1,1942,0,0,0,2,True
588,2007,1,1,0,6,0,0,1,-1,-1,1010,0,0,0,0,False
589,2034,1,0,0,6,0,0,1,-1,-1,934,0,0,0,0,False
590,2019,0,1,0,6,0,0,1,-1,-1,921,0,0,1,-1,False
591,4112,0,1,0,3,1,0,1,-1,-1,1765,0,0,0,0,False
592,3488,0,1,0,3,0,0,1,-1,-1,180,0,0,1,0,False
593,3898,0,1,0,3,1,1,1,-1,-1,1931,0,0,1,0,False
594,3857,1,1,0,3,1,0,1,-1,-1,1762,0,0,1,0,False
595,4133,1,1,0,3,1,0,1,-1,-1,1641,0,0,1,0,False
596,4397,0,1,0,3,1,0,1,-1,-1,1660,0,0,1,0,True
597,3904,1,1,0,3,1,0,1,-1,-1,1651,0,1,0,0,False
598,4394,0,1,0,3,1,0,1,-1,-1,1654,0,0,0,2,False
599,4035,1,1,0,3,1,0,2,-1,-1,1653,0,0,0,0,False
600,4143,0,1,0,3,1,0,1,-1,-1,1939,0,0,1,0,False
601,4145,0,1,0,3,1,0,1,-1,-1,1936,0,0,1,0,False
602,4138,0,1,0,3,1,0,1,-1,-1,1642,0,0,0,-1,False
603,4155,0,1,0,3,1,1,1,0,-1,1655,0,0,0,0,True
604,4162,0,1,0,3,1,0,1,-1,-1,1935,0,0,0,0,False
605,4134,0,1,0,3,1,0,1,-1,-1,1650,1,0,0,0,False
606,4392,0,1,0,3,1,0,1,-1,-1,1698,0,0,0,-1,False
607,4348,1,1,0,3,1,0,1,0,-1,1864,0,0,0,2,False
608,4186,0,1,0,3,1,0,1,-1,-1,1906,0,0,0,0,False
609,4167,0,1,0,3,1,0,1,-1,-1,1648,0,0,1,0,False
610,3843,0,1,0,3,1,0,1,0,-1,1580,0,0,0,0,False
611,4166,0,1,0,3,1,0,1,-1,-1,1646,0,0,0,0,False
612,4192,0,1,0,3,1,0,1,-1,-1,1659,0,0,0,0,False
613,4157,1,1,0,3,1,1,1,0,-1,1925,0,0,0,0,False
614,4227,0,1,0,3,1,0,1,-1,-1,1928,0,0,1,0,False
615,4131,1,1,0,3,1,0,1,-1,-1,1582,0,0,0,0,False
616,4202,0,1,0,3,1,0,1,0,-1,1932,0,0,0,0,False
617,3913,0,1,0,3,1,0,1,-1,-1,1605,0,0,0,1,False
618,4113,0,1,0,3,1,0,1,-1,-1,1929,0,0,1,0,False
619,3434,0,1,0,3,0,0,1,-1,-1,129,0,0,0,0,False
620,3353,0,1,0,3,0,0,2,-1,-1,176,0,0,0,-1,False
621,3522,1,1,0,3,1,0,1,-1,-1,168,0,0,2,-1,True
622,4377,0,1,0,3,1,0,1,0,-1,1933,0,0,1,0,False
623,4402,0,1,0,3,1,0,1,0,-1,1930,0,0,2,0,False
624,4148,0,1,0,3,1,0,1,-1,-1,1924,0,0,1,0,False
625,3313,0,1,0,3,0,0,1,-1,-1,174,0,0,0,0,False
626,3467,0,1,0,3,0,0,1,-1,-1,371,0,0,0,0,False
627,3311,0,1,0,3,0,0,1,-1,-1,538,0,0,1,0,False
628,3313,0,1,0,3,0,0,1,-1,-1,174,0,0,0,0,False
629,4431,0,1,0,3,1,0,1,-1,-1,1645,0,0,2,0,False
630,4161,0,1,0,3,1,0,1,-1,-1,1941,0,0,1,0,False
631,3315,1,1,0,3,0,1,1,0,-1,551,0,0,0,0,False
632,3429,0,1,0,3,0,0,1,-1,-1,1495,0,0,0,0,False
633,3457,1,1,0,3,0,0,1,0,-1,482,0,0,1,0,False
634,3501,0,1,0,3,0,0,1,-1,-1,697,0,0,1,0,False
635,3448,1,1,0,3,0,0,1,0,-1,542,0,0,0,0,False
636,3855,1,1,0,3,1,0,1,-1,-1,1610,0,0,1,0,False
637,3908,1,1,0,3,1,0,1,0,-1,1945,0,0,0,0,True
638,4121,1,1,0,3,1,1,1,0,-1,1644,0,0,0,0,False
639,3332,1,1,0,3,0,0,1,-1,-1,563,0,0,0,0,False
640,3917,0,1,0,3,1,0,1,0,-1,1808,0,0,0,0,False
641,4127,1,1,0,3,1,0,1,0,-1,1736,0,0,0,0,False
642,3921,0,1,0,3,1,0,1,-1,-1,1848,0,0,1,0,False
643,4130,0,0,0,3,1,0,1,-1,-1,1607,0,0,1,0,False
644,4337,1,1,0,3,1,0,1,-1,-1,1747,0,0,2,0,False
645,3865,1,1,0,3,1,0,1,-1,-1,1921,0,0,1,0,False
646,4165,1,1,0,3,1,0,1,-1,-1,1772,0,0,0,0,False
647,4135,1,1,0,3,1,0,1,-1,-1,1946,0,0,2,0,False
648,4076,1,1,0,3,1,0,1,0,-1,1787,0,0,0,0,False
649,3323,1,1,0,3,0,0,1,0,-1,185,0,0,0,0,False
650,3337,1,1,0,3,0,0,1,-1,-1,190,0,0,1,0,False
651,3329,0,0,0,3,0,0,1,0,-1,584,0,0,0,0,False
652,4149,1,1,0,3,1,0,1,-1,-1,1774,0,0,2,0,True
653,3899,0,1,0,3,1,0,1,-1,-1,1696,0,0,2,0,False
654,3334,0,1,0,3,0,0,1,0,-1,579,0,1,1,0,False
655,4137,1,1,0,3,1,0,1,-1,-1,1779,0,0,0,0,False
656,4017,1,1,0,3,1,0,1,0,-1,1693,0,0,0,0,False
657,4136,0,1,0,3,1,0,1,-1,-1,1778,0,0,1,0,False
658,4211,0,1,0,3,1,0,1,-1,-1,1611,0,0,1,0,False
659,3304,1,1,0,3,0,0,1,-1,-1,1526,0,0,0,0,False
660,4173,1,1,0,3,1,0,1,-1,-1,1780,0,0,1,1,False
661,3889,0,1,0,3,1,0,1,0,-1,1943,0,0,0,0,False
662,4123,1,1,0,3,1,0,1,-1,-1,1608,0,0,0,-1,False
663,4110,1,1,0,3,1,0,1,0,-1,1776,0,0,0,0,False
664,3909,1,1,0,3,1,0,1,-1,-1,1770,0,0,0,0,False
665,3886,1,1,0,3,1,0,1,-1,-1,1647,0,0,1,1,False
666,4384,1,1,0,3,1,0,1,-1,-1,1784,0,0,0,0,False
667,3859,1,1,0,3,1,0,1,-1,-1,1948,0,0,2,0,False
668,3320,0,1,0,3,1,0,1,0,-1,1500,0,0,0,0,False
669,3447,1,1,0,3,1,0,1,0,-1,530,0,0,0,0,True
670,4364,0,1,0,3,1,0,1,-1,-1,1761,0,0,0,0,False
671,3410,1,1,0,3,0,0,1,-1,-1,580,0,0,0,0,False
672,3411,1,1,0,3,0,0,1,-1,-1,582,0,0,1,0,False
673,4404,0,1,0,3,1,0,1,0,-1,1934,1,0,1,0,False
674,4196,0,1,0,3,1,0,1,-1,-1,1697,0,0,0,0,False
675,3647,1,1,0,6,0,0,1,0,-1,751,0,0,0,0,False
676,3988,0,1,0,3,1,0,1,-1,-1,1922,0,0,2,-1,False
677,3892,1,1,0,3,1,0,1,-1,-1,1979,0,0,0,0,False
678,3896,1,0,-1,3,1,0,1,-1,-1,1658,0,0,0,2,False
679,3860,0,1,0,3,1,0,1,-1,-1,1951,0,0,1,0,False
680,3853,1,1,0,3,1,0,1,-1,-1,1842,0,0,0,-1,False
681,3856,1,1,0,3,1,0,1,0,-1,1584,0,0,0,0,False
682,3404,0,1,0,3,0,0,1,-1,-1,160,0,0,2,0,True
683,3338,0,1,0,3,0,0,1,-1,-1,596,0,0,0,0,False
684,3450,0,1,0,3,0,0,1,-1,-1,1394,0,0,1,0,False
685,3301,0,1,0,3,0,0,1,0,-1,148,0,0,1,0,False
686,3769,0,1,0,3,0,0,1,-1,-1,1452,0,0,0,0,False
687,3872,1,1,0,3,1,0,1,-1,-1,1579,0,0,0,1,False
688,3858,1,1,0,3,1,0,1,-1,-1,1919,0,0,1,0,False
689,4170,0,1,0,3,1,0,1,-1,-1,1609,0,0,0,0,False
690,4385,0,1,0,3,1,0,1,-1,-1,1865,0,0,0,1,False
691,3862,0,1,0,3,1,0,1,0,-1,1717,0,0,0,0,False
692,3606,0,1,0,3,0,0,1,-1,-1,722,0,0,0,0,False
693,3504,0,1,0,3,0,0,1,-1,-1,595,0,0,1,1,False
694,3444,0,1,0,3,0,0,1,1,-1,1415,0,0,0,0,False
695,3420,0,1,0,3,0,0,1,-1,-1,1399,0,0,0,1,False
696,3310,0,1,0,3,1,0,1,-1,-1,553,0,0,1,0,False
697,3521,1,1,0,3,0,0,1,0,-1,1440,0,0,0,0,False
698,3309,0,1,0,3,0,0,1,0,-1,583,0,0,1,0,False
699,2041,0,1,0,6,0,0,1,-1,-1,942,0,0,0,0,False
700,2028,1,1,0,6,0,0,1,-1,-1,940,0,0,1,0,False
701,3492,0,1,0,3,0,0,1,0,-1,1457,0,0,1,0,False
702,3437,0,1,0,3,0,0,1,-1,-1,191,0,0,0,0,False
703,3437,0,1,0,3,0,0,1,-1,-1,191,0,0,0,0,False
704,3431,0,1,0,3,0,0,1,0,-1,156,0,0,0,0,False
705,2732,1,1,0,6,0,0,1,0,-1,862,0,0,0,0,False
706,3305,0,1,0,3,0,0,1,0,-1,1459,0,0,0,0,False
707,3518,0,1,0,3,0,0,1,-1,-1,1397,0,0,0,0,False
708,3435,0,1,0,3,0,0,1,-1,-1,1454,0,0,1,0,False
709,2039,1,1,0,6,0,0,1,-1,-1,933,0,0,1,2,False
710,2023,0,1,0,6,0,0,1,0,-1,943,0,0,1,0,False
711,2042,1,0,0,6,0,0,1,-1,-1,938,0,0,1,0,False
712,2020,1,1,0,6,0,0,1,-1,-1,704,0,0,0,0,False
713,2024,0,1,0,6,0,0,1,-1,-1,927,0,0,0,0,False
714,3314,0,1,0,3,0,0,1,-1,-1,585,0,0,2,0,False
715,3688,1,1,0,6,0,0,1,-1,-1,1059,0,0,0,1,False
716,3739,0,1,0,6,0,0,1,-1,-1,762,0,0,1,1,False
717,4150,1,1,1,3,1,0,1,-1,-1,1978,0,0,1,0,False
718,4188,0,1,0,6,1,0,1,-1,-1,1844,0,0,0,0,False
719,3438,1,1,0,3,0,0,1,-1,-1,1467,0,0,1,0,False
720,4144,0,1,0,3,1,0,1,-1,-1,1581,0,0,0,1,False
721,4075,0,1,0,3,1,0,1,1,-1,1949,0,0,0,0,False
722,4206,1,1,0,3,1,0,1,-1,-1,1862,0,0,0,1,False
723,3907,1,1,0,6,1,0,1,-1,-1,1777,0,0,0,0,False
724,3674,0,1,0,6,0,0,1,-1,-1,775,0,0,0,0,False
725,3120,1,1,0,6,0,0,2,0,-1,1083,0,0,0,0,False
726,3113,1,1,0,6,0,1,1,1,-1,874,0,0,1,0,False
727,3118,1,1,0,6,0,0,1,0,-1,906,0,0,0,0,False
728,3143,1,1,0,6,0,0,1,0,-1,916,0,0,0,0,False
729,3152,0,1,0,6,0,0,1,-1,-1,810,0,0,0,0,False
730,3663,0,1,0,6,0,0,1,-1,-1,752,0,0,0,0,False
731,3585,1,1,0,3,0,0,1,-1,-1,1018,0,0,0,0,False
732,2491,0,1,0,3,0,0,1,-1,-1,1364,0,0,1,0,False
733,2491,0,1,0,3,0,0,1,-1,-1,1364,0,0,1,0,False
734,3655,0,1,0,3,0,0,1,1,-1,1496,0,0,0,0,False
735,3725,1,1,0,3,0,0,1,0,-1,1001,0,0,0,0,False
736,3317,1,1,0,3,0,0,1,0,-1,970,1,0,1,0,False
737,3767,0,1,0,3,0,0,1,-1,-1,1244,0,0,0,0,False
738,3578,1,1,0,3,0,0,1,-1,-1,1350,0,0,0,2,False
739,3614,0,1,0,3,0,0,1,-1,-1,1344,0,0,0,0,False
740,3722,0,1,0,3,1,0,1,-1,-1,1502,0,0,0,2,False
741,3616,0,1,0,3,0,0,1,-1,-1,1351,0,0,0,0,False
742,3439,0,1,0,3,0,0,1,-1,-1,1349,0,0,0,0,False
743,3581,0,1,0,3,0,0,1,-1,-1,1007,0,0,0,0,False
